,Kingdom,Phylum,Class,Order,Family,Genus,Species
4197eb63759aaa09b90be8b8a6ca5863,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__unidentified,s__unidentified
47c109f61c96e91b124d10f61e88ad9b,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,NA
e0f2a854a216a3c73d16aa0fa817dd6d,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA,NA
c02582292623c8b163768489834693a7,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__unidentified
be2db6aea5b17228ea0d5897b2a9d967,k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Geminibasidium,NA
16d5c87f9afbdb4508a9799c28e505c3,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Strelitziana,NA
e7c7270a41f416e11034f89a84247bae,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Torulaceae,g__Torula,NA
3f307f8d6107f2402b27343c966154af,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
e97fd0426dc8255c028ada5253fa9eb9,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
547f242c3a4b2820c9b09e2fd90358f6,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
5fa5205bb2d4f79f236099007a4ba10c,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__unidentified,g__unidentified,s__unidentified
7809200c17ed1bb45cbfa07130dbf6ba,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
11390cea80bd3bdcc10b4a86b14bd364,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
3262e4f3fac2e6205ee665d6ca9e57e0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
04b30ffa21ae0fa205e96ef1f68f6501,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,NA
c46e8abde5bf9cca2c868fd0f1ff3865,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,NA
5d901423eac724397ab1fd42145b31ac,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Hyaloscypha,NA
eecaffe1177dda33a277df645097805f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
84eebb686324a838ae352180f6432303,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
95d5365a400aa2607c5f651b789082c6,k__Fungi,NA,NA,NA,NA,NA,NA
c1d14992c3448e54d302f0a2a1f61b1c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,NA
e9dbf98e782c6932a4ed9e0d24a471a0,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
6da4b01fa87a2e3a45927d9862f19d72,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Peltaster,NA
f462a38d8e0409100105c9a70a67af3f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Zasmidium,NA
112454fae40b34121525635ad011d68c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
1f7180d731fa760ecb0cfe68b03d257b,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,NA,NA
917027f5d2639d2f4621b777d3c30a26,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Peltaster,s__Peltaster_fructicola
f1f3b8d18bd08df3c557ea51c9983667,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
05143d94e1bb6f4d7fb9b4d20768db28,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
82cf88cd39976d5a86a6b27dd7899bf7,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS11,f__unidentified,g__unidentified,s__unidentified
2a5b650cfe4c0147a638a09b2905ca07,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,NA,NA,NA
29cdbc990ab39b966a6aae6c08365229,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
f30b5eddc0f7b67aa3db584feb884425,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,s__Funneliformis_mosseae
a8772f942b6f1b5311c9b443b3ff1f98,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__unidentified,g__unidentified,s__unidentified
b691f7e36b000483043a11ae64b18fdc,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
33eb2e20dd902adbf5721526be0bc34b,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__unidentified,s__unidentified
13350e7c8757cba87813a57b5404b490,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,NA
aa28e4305d1273a44f2ab0fc38eb6361,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
84a38fb9c80a3078f9c2d7136785d47d,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,NA
fc398faf67ac2576de2d2d4c965dd94d,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,NA
0d675b13c9668c44a290b268eaa29315,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__unidentified,g__unidentified,s__unidentified
0ebd91e3a1c30fae9503888599163b3c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
f92c8a1cd0f9aa730d10b72525092a95,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
a19bd290728ca5318a45b8731fdedad3,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,g__Teichospora,NA
e0db9bee3bb9181a20f9f7ff69e74e47,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Pleurotaceae,NA,NA
edf3ede9bcb7e7a04fd67ad310b1a1c3,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Mycena,NA
e18fe419e405cc4480875f0f002e46e5,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
cd5b791157630634760436afc8592e14,k__Fungi,p__Rozellomycota,c__Rozellomycotina_cls_Incertae_sedis,o__GS10,f__unidentified,g__unidentified,s__unidentified
70008fa4f47c4f13cb228496f9209cbc,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
55b2f043a3d39762a4eecb0eb708124c,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Derxomyces,NA
d56f4922614bb20e690849077f04573d,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Delicatula,NA
053b130b708d74ccd8f4495b752dcc8a,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Trichocomaceae,g__Talaromyces,NA
61cf684420ddb23d418d2c98c61203bf,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,NA
874beb78ec354f1a56e534a44c19b422,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
d5ed7b819fd5172f68d887c7c0d0a8cf,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,NA,NA
153453485763789bdad4f9db97add661,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,NA,NA
daaf0bd275caf281117db6c6baa77134,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
b2177c3fc87e5cd627f430ebc6aa495e,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
85736ec40b8d8dd3e20c90f117775059,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__unidentified
ee11128f2dcd7599871d806390b5f0c6,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
d9fa37a45ef5e2574bdbf98d535a5b89,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,NA,NA
0e4369452e8cf077662c17775b7d176a,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
5f85cb15e4793d40869ca9ab769a7e40,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
e00606c051e74a77d7311704f8e645f1,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA
d30efe261de0e64556945ba646430865,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,NA
4b83c43264e8447f30127ced1939d296,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA,NA
c0e3bc505893f3402b74b83c6e52ffc7,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
06e983b085fc868f064dd8110495c30f,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Dermea,NA
5a88036637a4496fade24d19b31ce15c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA,NA
61064a50afe699e905918f5b40150a2a,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,NA
df4f4a796f2e8c5ba1a3c969849ec256,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,NA
28e8664dae611ac5701a685fab2bc9fb,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Didymella,NA
b42f10674531eaaf0e4d9d60dd92e3f9,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
47f1178f3590505fbaecec7b56d2aef4,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
ba8ae66da38ee16a15e2a2cf816be649,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__unidentified
55c4a8bc387c877c11e479ce77ba2904,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,NA
1b8af998f8c0c506a3cb92686c8ebd5e,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
ad757c0ce9bfd7ce5e755493c3d88045,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
664fad3e7231965d8bdc5526bbb0c15a,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
15d722528b4dcebcab0a2cbede05d7b8,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
89c2b0473621abb0c2bb8ac2093ce81c,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
10728fae7d23d5cbac1002637707b4f9,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Kochiomyces,NA
b2271aaf9e78f6c50c50a1477d0e84cb,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Wiesneriomycetaceae,NA,NA
1df08523c35e536103834df7e4df01da,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Septobasidiales,f__Septobasidiaceae,NA,NA
6ea22f912bf7dff25fa06f409b5c2cb2,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
f3aacd5348bf0178769311a5ba83d53e,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,NA
7c48c93d73f0c6a5d0bea09e5d5eaf41,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
32f53be8c2332efcbc97ea78207327df,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__unidentified
1f392d82bfbd51d8ccb48c2c0de6a7e8,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
a7761ae83056c4f874c4c26a7b4bfb05,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Sclerodermataceae,g__Scleroderma,NA
7f0380cbf972f14c8b30f9ad23f2fcb7,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
950ba32644fba25a18f007fa6aec00d3,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,NA
940ab813f8bfd898464be495a00890eb,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
8bf9f82e2e5a52e1cf21fc9b4650a615,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
480b4b56968bf4e33237111495e730b2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
35a1f6966af1b6c5a6b76d22ad66ff84,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
7547ab588601a60c8dcc5921481d9118,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA
c4e1ae21346a42eeb0369cc3e6eaf6c1,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
e5481c177ac7a9fa59371e5713b6b445,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
530cca9fd2e4abe5cc5ec25e1b5f7e39,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
230a653e9958bf4134254e47ed92c829,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
c58cd9bed192f7532b588fb620799cae,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
410f3642fb49ccf8bc05a15f958ce5ee,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,NA,NA
b1f6fa351a112f2d5931f642df3e4d99,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
09eddbacd62959a7063392cade02c02f,k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,NA
9135ea86e50d61c68f8ce0038bda704d,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
4046244a9ffe00582055d1ac54b7be2f,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
41850f70338b7541b42d6914458d2b11,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
35351063934f57af0fa6d69569bd2b86,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
d682cb310b8fe099210c3c9281121258,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__unidentified,g__unidentified,s__unidentified
90567509d8a344b31b6c185f3b9ac834,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Tubeufiaceae,NA,NA
8ddcbb25a32dbfc1f1fdf968309466f1,k__Fungi,p__Rozellomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
f62b33d573c85550b87663ef65dc5f76,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
5fd327f79a694131e50a25254b98cd6a,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Ramularia,NA
cf6c49e908cb85928910ac63e9b0955b,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,NA,NA
a5a22548dcc820948dec2ada29c73611,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ganodermataceae,g__Ganoderma,NA
7e7bdf73e53f7fece02b01b280ab83e3,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
9c6f3bc61f7118fb620980592686ddd4,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
3859aeb49521ffa26618c727858b3d69,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
fd9a66ccf7159d9adab2986a75123e96,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__unidentified,s__unidentified
c3cc847ed8e112cb90e69b9c3ba6e5ab,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,NA
bc7d3a1d62a0006a061e04f8fa99e192,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
250737cccc66b355b580c9e7bb60e096,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,NA,NA
ab28ca27374595fc3104e207f2ea7ecc,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
45e683ff7b91d1a8dc9109e38a5ac1ad,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,NA
959caeceb80f2427b42b33ed037d886a,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,g__Cunninghamella,NA
378756230ca95a80c426c1f440e56464,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
99b4f776ae856f704ec93688c777cf5b,k__Fungi,p__Rozellomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
709efa838048da55e9764cd24f0b8d97,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,NA
a421223a79f8eb5f9ecdcfd1278ea8e1,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
8c374219c78ca62643076cb5a12fa97b,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,g__Sistotrema,s__unidentified
cf76843492ef3b875d3358fc68456b6f,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Elaphomycetaceae,g__unidentified,s__unidentified
4d2bd05f9a319a070cef978d7d86c829,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
635da9033b08e5eec19ff894853ea9d9,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Stagonosporopsis,NA
6265456648ec7f2149f1d0d9e70848bd,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
282d5b80255e2351ecd537c6c41ba9bc,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Zasmidium,NA
8683fadc84e36f355619817649f74b51,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
6239d2344324b521315d6273a4332445,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,NA,NA
c692b9b0fbbe41d8031b0b8a96805b53,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Bullera,NA
e77901ba3c6a13f5718a88bf624aa511,k__Fungi,p__Basidiomycota,c__Tremellomycetes,NA,NA,NA,NA
dd96e036a946a935222859c5fa552bce,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,NA,NA,NA
7df950ce5c355c5827fe4bfff5dfad91,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
a7a2649b5bcbdb83e501e916990873ab,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
c49dc03cff63ad06340cd0a6e5149ce7,k__Fungi,p__Basidiomycota,c__Tremellomycetes,NA,NA,NA,NA
0c47db8c0204eef1062dfd92735a7e94,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,NA,NA
7c47b557728fa1040824e1901b37b504,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Peltaster,NA
67e80a7600e11ca93681c4fd043b5687,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,NA,NA
15d6b6766c0ce7585e6b2493b173e4d6,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
d7e6dd34c4676fc8a5677e61c49d16c0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
41e15857a0dd7f8e2efaddb6cef5ea52,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
1710272e75dabf3522736e9c6d51ff14,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
fa019990fa68c77b0896f9725c72282a,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
e28f0cf9c8f9225ad9b718a43d5c26d8,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
9acee5e3d77b72b886c241aa84d99d16,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
d24680c04dff4263a2604b594e4e43d8,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
811d647b3deae927440c6fd155aba930,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,NA,NA
fe8de892475eafae9aa6eb3e51407087,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Septobasidiales,f__Septobasidiaceae,g__Septobasidium,NA
b1a7815804e2f6831bd5d40b31384845,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,NA,NA
8bb3bfaf2609474d0faeb8b017de50f8,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,g__Sistotrema,s__unidentified
b909e4021f2933e97f8f316b0c06a1ef,k__Fungi,NA,NA,NA,NA,NA,NA
e167c9357902907bde376f9906df458e,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,NA,NA,NA
7fcd2b84ffab4a380fb7ea439fe754e0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
dc5800dfe34b8bd2add1e2e49e79971b,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,NA
78344575d7ad7bf4844fabf7c791fed2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,NA
4ecf3f940ee8c996256e907171d63161,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
780b82b12e97bd6b7fba63c04fbd68ed,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
e2caaad74576dc4f77643698757e5df4,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonaceae,g__Endogone,NA
c24c5245a1b7b38f1ed9ee3a11a536c9,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
1bec10917bf7fc37df25663629c5c644,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__unidentified
015380fdfd3bca3c4ea13c9ca2d0b749,k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
d21c124eef0a414ce84367ef746e3cde,k__Fungi,NA,NA,NA,NA,NA,NA
f86e30300558243f5a53cfab8f4ae6aa,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
9133806daf9b7cacc40c90c32fefffa3,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
7e7a17bbf62612a3c576bd25d37d7697,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
50616c4300c675ba9c844cf971d2ba3c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,NA,NA,NA
eaf8a881bdc08b5b2162620a5ad5b62d,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
ee070c0296499c72ffda0d33da27c8dd,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__unidentified,g__unidentified,s__unidentified
2aefef33743040c9c17f792d2d0b144a,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
08d2b7d43a80fa4fac3aa450d78017cc,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,NA,NA,NA,NA
8d97286f475d19dedc345895a669c6f4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Neocoleroa,s__Neocoleroa_metrosideri
e10fee70a7338ada90e37f25d3efb3e7,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,NA,NA
539456a1d2e10be4cc18266b65f57335,k__Fungi,NA,NA,NA,NA,NA,NA
60d456e5d4a648597074c7d5063fc2b5,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,NA,NA
257489ab9af0ccd0066dbc12fe44f5b5,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,NA
