,Kingdom,Phylum,Class,Order,Family,Genus,Species
2cefbd14935fcaa1bd8a52c3293b3358,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,NA,NA,NA
df9645b722da617df1082d4c05525198,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,NA
1d9f1b3269231ded18cdee732f5f97e3,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
33811cb629fc06975ee2db43351b15a9,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,NA
1c3cafef4099aef528014415f5656ebd,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
cf5b7dd23f1fedd80a5cb47243d8e0e4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
db74a84d50d1864905e8ea67a9ae679f,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,NA
b9e8cec78304b39afd22537c94c499b6,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
28f9cc787e34b8f57e85cd533d6616eb,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
12ad080f2b353cc51b0e82368b1c36da,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,NA,NA
13567ea956c6dd4526a34549e805257c,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
b4ae0ecacbd5d632f10480ab131e4c2e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
f51a5b853402419cf2d9afdefe61e0ee,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Lecanoraceae,g__Lecanora,NA
25547f123083833894bc7a494ce59393,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Apiotrichum,NA
94ae628426f44799e5121b08e9bee73b,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__unidentified,s__unidentified
9bbb89ae2b0d39ce7517974a08357e6b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
927d21e12e0fe0f53771a5a6e11cb994,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
c40aad1862bb96eac8799fb43054198e,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
60db2ed420f938b43f17fd75832126d9,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,g__Sistotrema,s__unidentified
4f04f460cd3d5fa3829cff5904862eaf,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
2644bec07f4f88038765ebacb54f8907,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
e2ba71584b9bca7e1f67d67de2dbdaeb,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
f31f638a9f0809193b079b155a788126,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
a4c618d6369406315ab65ab5350cba03,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
2e348d08125d8d25957ef412378b72b2,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Lycoperdon,NA
fdb917011f1fa2fc205aac16bc205c09,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
385b6ca876b42566993c5a2267327af4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
cce0d4d70dc4df5bdbe5edc5cf87a580,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__unidentified,g__unidentified,s__unidentified
844234a8e670dab095f427470d5ddf69,k__Fungi,p__Ascomycota,c__Eurotiomycetes,NA,NA,NA,NA
d39b992233d040e6717def425688b052,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Hysteriales,f__Hysteriaceae,g__unidentified,s__unidentified
b3e0620f0e53c362660e4a192ebf9552,k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,NA
b5d28bf28754a95a1a3370ff63efeb0c,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Sporocadaceae,g__Pestalotiopsis,NA
106ed97e189fff39a2a1abfd96e43bd2,k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA
6a655ea5567c0245c75f8cb6b3d11258,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,NA,NA,NA
b4cf4753cd44ea14a941e049f7ef9dce,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
a036347e5961b7080fa2a0deab680256,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
7609b7ab9d68f7b025cd76950645e4ef,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
b2e8db4c1c7957e4c8b3aaaa838005d9,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
6cd1e7629d4bb82640d7f9da5db11800,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
edf91a6cae93f13433e15314cd5beba0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,s__unidentified
624921d97bc935eed8f7a8fbcbcbafaf,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
66c70124c137c7fefc288279302059b3,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
b8cd329f335e5436ec243e6a7f990ab6,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
0713dd46d78c5a5f95a4d6a8646d6ba4,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__unidentified,s__unidentified
ce753c8a6e4c0b8b0646005ce86dd248,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Tuberaceae,g__Tuber,s__unidentified
54416265c511b17d81ce135a0040c508,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
bcd1fdf33bf86dd9ddffc2d946672598,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
ba44ccab2e6b0cb0e4a4b47c0de6b130,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Lecanoraceae,g__Lecanora,NA
f57c1c5e91e211b24dbaddaa8e87e0c7,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
2556091fde360ba8c83721c1c4a4d3b1,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ea32796fd04e5b8f29786767e0f185e2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
7470610fa98d5c6d59af5686c2c170a1,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
708527573a08a4b1091f829d68b9fac8,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
a3abe0d2e8e1119af7f9301b36e4348c,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,NA
b53dd42d8f615dd722b05e3bb652bf14,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
563545bcaa955f3089426265d2b4e3ce,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
789c84ba77cdb6e1e8d662ed15502770,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Dissoconiaceae,NA,NA
9234ab854a48ae4b9c0cc8973bc8679a,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__unidentified,g__unidentified,s__unidentified
4ce37681669b32df235b49fda665bd81,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
6cc74e9f806ab48cea8f1411975412c9,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Operculomyces,s__Operculomyces_laminatus
ee536116ea0eeedc94aaf02630af6571,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_circinelloides
e252865ed303adf7ab8a14e40090a5ba,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,NA,NA,NA
81e83aa2652eecc125fe42ce7d0143e2,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
3a286db98755b105acfe9c499b72d5c1,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA
9f830458f6ee4a4362bea848133437ea,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__unidentified,s__unidentified
dad024cb8510424aa439ec7d59815e91,k__Fungi,NA,NA,NA,NA,NA,NA
0a18f19b1469e1328a5666cdc2d84103,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,NA
2da68a006ce0db3849a26f232869c1cc,k__Fungi,p__Basidiomycota,c__Tremellomycetes,NA,NA,NA,NA
bce6e580d2c0b45dff8e7c89b7f055a4,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__unidentified
0f77b3d4c499dfab5694562f4cf8d106,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
5a258fb1178ed000621d33e630d1409a,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__unidentified,s__unidentified
234f9b788d651c773b6f41162d96c090,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Caliciales,f__Physciaceae,g__Physcia,NA
87ef3a9e9bca7fe45de02235a0af22d7,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Helminthosporium,NA
663fe91f42a9429fc563460e74217849,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,NA,NA,NA
bd63fe891516ad3389a77e91557a04bb,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,g__Ceramothyrium,s__Ceramothyrium_carniolicum
da9c917d965c41ccaa85b52d65ad0d16,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,f__Endogonaceae,g__Endogone,NA
25792fbfc2e08c870271b38909a34c7c,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
c7d1f1d076cb9254ca4b03f41f677a26,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
a445bbe31f9492fc854082339d372dc9,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,NA
8205757458ce184d13a9cd5f3d9bf917,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
d6381b8e7fee1b19e90328f1df365ff4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,NA,NA
72b699156fe2f98f39505195ff9ea714,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Dictyosporiaceae,NA,NA
718f04dba07c14dcc03dcb116e29b3b4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
89c6647c6243ce9f9fe2f9c398661d6d,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,NA,NA
e2bc6eb6c9652cbbf22564b986d24190,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
8d04c62f75b215af02a630dcb1a577f7,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,NA,NA
93f9d4af48250069e6058390cc23a1ae,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
3e7a1e48d6ee6f035e79e3125f536e44,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
8ff9ba8e5f102e08b1abf60d02aea4f5,k__Fungi,p__Chytridiomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
8d5202e7d49782a3b1fe21e957d0672e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
e7df55386d45a93c9cf3b11f1d6a29bf,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Udeniomyces,NA
0cc1e409efcb2c97433f5c62f8142c87,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
dc25df24911599f79f52b13314d5cf26,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Neocoleroa,s__Neocoleroa_metrosideri
390f866f384c5623e992c347b948e629,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
be2801ed16cc169cebfd010745327d2a,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Helminthosporium,NA
e1eeca6567411df99d7c9d7db0a7665b,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,NA,NA
aaba7f7c20f293732a78f8237d1c7702,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
060f03c038e2dee7983de21320d034bf,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,NA
13e5bc2916d64ea22651f37052dc1af1,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,NA
579eb163d23b8e7055fc9b384c77e3c4,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,NA
bdfb9195c906d7345950f01056032ae0,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
0363b4bf184b9ea834982fde44358966,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
7022ae563546a18522c3a64834a5bb04,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ab061b1c63fb552ae8249745806e5619,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,NA
efcd0c456c38ac5198c858ebd60f0813,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
42b396cce3af0a4d3a4fed8ede801b3e,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Udeniomyces,NA
940e0516d2d2ffd9f46514bd99bb9026,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
abb249e6f23c7aac48ff53bdc6290b8b,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,NA
6cbb20c2f22b8c781a19bce54d00cb1e,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__unidentified,s__unidentified
1085b89acdecc979fabfd0e902562607,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
5f07eb0aa94dc34feb2ae1db891e0185,k__Fungi,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_circinelloides
7cbe362449b50fd9f9c75f3ec0ebf389,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
8163ef431412861a791b88cd947151c2,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,NA,NA
c8c4e6b67bf1274135e0be50e295f6c6,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
d0e9c957957b830d6610a268187ae620,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
79f0c3a00522952781ab123d1cb6713d,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
a2855e4099cfcc517ae240912430f476,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,NA
763a87e86b668c20850a6a736ec1170e,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
6f16d1316fde655de545dd77626069b6,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,NA,NA,NA
eaf0a0dab8f51d0bd9a50f2b5c64073d,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,NA,NA,NA
82d959a00e5ffbf9eeb3e6e0c235c09c,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Operculomyces,s__Operculomyces_laminatus
6468eb7e508ac318f2f09def242db352,k__Fungi,NA,NA,NA,NA,NA,NA
2aa50646e8764e15ca01b274b98a00ee,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiaceae,g__Rhizophydium,s__unidentified
cd51f22d64ea73d3b24f4e5c840a9c7b,k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA
aa033bebc9e399eb919daf5ddad974ea,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Delicatula,NA
7356b01b0c37f894d1f1d914284d1756,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
bccff872bd3313b6d27fbe312bce5f9a,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Mycena,NA
31e7113eddd81d45a6940c9f8bab6ce4,k__Fungi,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetaceae,g__Spizellomyces,s__Spizellomyces_pseudodichotomus
98236067e84089357cef006dff551576,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
cafff88db54ddff17361db6af3227017,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Trichophaea,s__unidentified
7336770931eef681791efb43457dee97,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,NA,NA
7a5057ec466e6c707f8a1d92ccd29756,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
2f1cc1d56eefcbad9d153d4895df273a,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
ce70c6cb737d918bb79bc767fa0bc21d,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__unidentified,s__unidentified
7202afdf0c4272bb00b9ea97564da362,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
7b4f8d2fb1a6dbfadbe60c45762703d7,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,NA
458ac96eb5871f976b75458a92a2b482,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
7646c93be0071091710ef917df7dbebc,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,NA,NA
c7a4f2bf09e84f24a97b182d676ab726,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
7e525a4cfc6c8cdc1e79fcabf5b1b93f,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
a9a1a0599cbe775267ed1d6ffcb1e149,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
37c4c192cb37a3093645e13e934a500e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
8cd6e84843b15a533c749d82dfa81b3c,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,NA,NA
6380830fd325a99fe059b990f905ce56,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,NA,NA
51a8c0791033c698fa007bca3184c26b,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,NA
46cb868d9f58b30aea0bcdfde7110f60,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Bipolaris,NA
66fc75afb33100b7c32cc591c68d3d47,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
8025338a498930069bbe03777fd0be45,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
f3a88b94e15ac6570a605b594f505696,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Operculomyces,s__Operculomyces_laminatus
21425064077e209137fcec2c75e3bf97,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Absconditella,s__Absconditella_rubra
21e7f0e34b35b104d23f55e918fca2f7,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__unidentified,s__unidentified
c8561b8b104fe53b880ee4e51d867a80,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Ramalinaceae,NA,NA
18c31d2b5fc8915542937a63f8109570,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
f641f762bd5e3495b51e0eb8b9f3c571,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
4b15ca926690a01befe4b23887d709c0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
6590694281b25a4a563a3bbe17df2727,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__unidentified,s__unidentified
53152fd34d942f91533b52952921083b,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,NA,NA,NA,NA
d4a7412154755e2fd58c7d7fd966b7a8,k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,NA
b46c6d1129dba9ef3465487a38e3cec3,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__Taphrina_pruni
64173838731fd7f9b05592aafb16f532,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,NA,NA
46b6e4305a8cc2a73d3218f5b0f3c0f7,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Pseudorobillarda,s__unidentified
29d2308806d744a6b1f0981924346ffc,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__Taphrina_pruni
5982673bea96d39047767293421f54a7,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,NA
0be52e6bb2f609ae1d56f8b62ce75d8d,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,NA,NA,NA
bb29a7807efe05db7bdbac1b0a0a5893,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
4642b8004ecdcd9a61a7928c25f2d001,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
f065b0e12432d6663f56f53d3eb7577a,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,NA
916869933ba6a8dd21e32a313b663500,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__unidentified
f2a2101ea2ca27800e82f5532b6bd4fd,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
45cdfa64a1939f29e814935c3b38d096,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__unidentified,g__unidentified,s__unidentified
4787a6ff338a92a4e0b1b4be8b655b1f,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
e2967a49fcf9c94699938682509abf2b,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,NA
2b649c16cf2f3fce4bf2f0a412bffebd,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
a55291bc41804af91d9ba72109a91b64,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
2d96b4a92f7aaf8bbfa05c09879a34bd,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
5944c4d74eed016ffe6e49024cbad839,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
57e365544cbdd424ab4400a2af422205,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariales_fam_Incertae_sedis,NA,NA
704920013b5136f3708504c05f4d7994,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Parmeliaceae,g__Canoparmelia,NA
a145919471dc2a9774f4014f26e71108,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
2b0095a3823304278731849bb391c0d0,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Funneliformis,s__Funneliformis_mosseae
9827683558a1c3c6dc1c87a8f1d7f59b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
69e451b925cc1fca8f70bff01492801d,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,NA
d23e45d6ef148f8397c43d95753388f2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,NA,NA
d464d67a905cd4b82464c8974035f88d,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
